"Member Name & ID","Sponsored member & prefix","Reference Visibility","Total Backfile DOIs","Total Current DOIs","Deposits Backfile References","Deposits Current References"
"Ediciones Profesionales de la Informacion SL (ID 1709)","Ediciones Profesionales de la Informacion SL 10.3145","open","1618","386","true","false"
"Edinburgh University Press (ID 1931)","Edinburgh University Press10.3366","open","40559","4579","true","true"
"Editorial Committee of the Swedish Institutes at Athens and Rome (ECSI) (ID 11995)","Editorial Committee of the Swedish Institutes at Athens and Rome (ECSI)10.30549","open","153","29","false","true"
"Editorum, LLC (ID 9061)","Editorum10.21610","open","1","213","true","true"
"Edizioni Minerva Medica (ID 17149)","Edizioni Minerva Medica10.23736","open","0","858","false","true"
"EDP Sciences (ID 250)","EDP Sciences10.9742","open","211166","37325","true","true"
"EDP Sciences (ID 250)","EDP Sciences10.2516","open","211166","37325","true","true"
"EDP Sciences (ID 250)","EDP Sciences10.2515","open","211166","37325","true","true"
"EDP Sciences (ID 250)","EDP Sciences10.1051","open","211166","37325","true","true"
"Ege Universitesi Devlet Turk Musikisi Konservatuvarı Dergisi (ID 16906)","Ege Universitesi Devlet Turk Musikisi Konservatuvarı Dergisi10.31722","open","0","23","false","true"
"Ekonomi Politika ve  Finanas Arastirmalari  Dergisi (ID 12235)","Ekonomi Politika ve Finanas Arastirmalari Dergisi10.30784","open","5","31","true","true"
"El-Cezeri: Journal of Science and Engineering (ID 15982)","El-Cezeri: Journal of Science and Engineering10.31202","open","81","146","true","true"
"eLife Sciences Publications, Ltd (ID 4374)","eLife Sciences Publications, Ltd.10.7554","open","3254","2939","true","true"
"EMBO (ID 79)","EMBO10.15252","open","2331","1408","true","false"
"Emerald (ID 140)","Emerald (MCB UP )10.1108","open","326544","40950","true","true"
"Emerald (ID 140)","Emerald - Pier Professional10.5042","open","326544","40950","true","true"
"Empress Publishing, LLC (ID 16101)","Empress Publishing, LLC10.31010","open","0","1","false","true"
"Engineered Science Publisher (ID 12370)","Engineered Science Publisher10.30919","open","0","105","false","true"
"ENT Updates Journal (ID 17595)","ENT Updates Journal10.32448","open","58","61","false","true"
"Environmental and Engineering Geophysical Society (ID 2613)","Environmental and Engineering Geophysical Society10.32389","open","555","32","true","false"
"Equinox Publishing (ID 426)","Computer Assisted Language Instruction Consortium CALICO10.11139","limited","10394","1634","true","false"
"Equinox Publishing (ID 426)","Equinox Publishing10.1558","open","10394","1634","true","false"
"Erciyes Journal of Education (ID 17569)","Erciyes Journal of Education10.32433","open","0","17","false","true"
"Erciyes Universitesi Veteriner Fakultesi Dergisi (ID 17955)","Erciyes Universitesi Veteriner Fakultesi Dergisi10.32707","open","0","12","false","true"
"Erdem (ID 17959)","Erdem10.32704","open","0","17","false","true"
"Ergoterapi ve Rehabilitasyon Dergisi (ID 12173)","Ergoterapi ve Rehabilitasyon Dergisi10.30720","open","1","50","true","true"
"Escuela Politecnica Nacional (ID 18646)","Escuela Politecnica Nacional10.33333","open","0","7","false","true"
"Eskisehir Osmangazi Universitesi Muhendislik ve Mimarlik Fakultesi  Dergisi (ID 17036)","Eskisehir Osmangazi Universitesi Muhendislik ve Mimarlik Fakultesi Dergisi10.31796","open","0","18","false","true"
"Eurasian Journal of Applied Linguistics (ID 17797)","Eurasian Journal of Applied Linguistics10.32601","open","25","48","true","true"
"Eurasian Journal of Forest Science (ID 16077)","Eurasian Journal of Forest Science10.31195","open","16","40","true","true"
"European Association of Cardiothoracic Surgery (EACTS Publishing Ltd) (ID 10966)","European Association of Cardiothoracic Surgery10.1510","open","326","87","true","false"
"European Centre for Disease Control and Prevention (ECDC) (ID 7995)","European Centre for Disease Control and Prevention (ECDC)10.2807","open","4379","459","true","true"
"European Journal of Science and Technology (ID 16711)","European Journal of Science and Technology10.31590","open","0","78","false","true"
"Eurowaste SRL (ID 16261)","Eurowaste SRL10.31025","open","0","68","false","true"
"F1000 ( Faculty of 1000 Ltd) (ID 2560)","Biology Reports, Ltd.10.4089","limited","185094","27913","true","true"
"F1000 ( Faculty of 1000 Ltd) (ID 2560)","F1000 Research, Ltd.10.12688","open","185094","27913","true","true"
"F1000 ( Faculty of 1000 Ltd) (ID 2560)","Faculty of 1000, Ltd.10.12703","limited","185094","27913","true","true"
"F1000 ( Faculty of 1000 Ltd) (ID 2560)","Faculty of 1000, Ltd.10.3410","open","185094","27913","true","true"
"F1000 Research, Ltd. (ID 4950)","F1000 Research, Ltd.10.12688","open","2712","2886","true","true"
"Faculty of Geography Lomonosov Moscow State University (ID 10137)","Faculty of Geography Lomonosov Moscow State University10.24057","open","757","266","false","true"
"Faculty of Law Josip Juraj Strossmayer University of Osijek (ID 10873)","Faculty of Law Josip Juraj Strossmayer University of Osijek10.25234","open","0","109","false","true"
"Faculty of Military Health Sciences, University of Defence (ID 16486)","Faculty of Military Health Sciences, University of Defence10.31482","open","117","38","true","true"
"Faculty of Sciences, University of Novi Sad (ID 12205)","Faculty of Sciences, University of Novi Sad10.30755","open","73","57","false","true"
"Faculty of Sociology, Lomonosov Moscow State University (ID 10445)","Faculty of Sociology, Lomonosov Moscow State University10.24290","open","136","111","false","true"
"Fakultas Ilmu Sosial dan Ilmu Politik Universitas Hasanuddin (ID 17239)","Fakultas Ilmu Sosial dan Ilmu Politik Universitas Hasanuddin10.31947","open","5","56","false","true"
"Fakultas Kesehatan Masyarakat Universitas Hasanuddin (ID 12065)","Fakultas Kesehatan Masyarakat Universitas Hasanuddin10.30597","open","0","67","false","true"
"Fakultas Sains dan Teknologi UINSA (ID 11616)","Fakultas Sains dan Teknologi UINSA10.29080","open","58","143","true","true"
"FapUNIFESP (SciELO) (ID 530)","Ciencia e Cultura10.21800","open","315009","35726","true","true"
"FapUNIFESP (SciELO) (ID 530)","FapUNIFESP (SciELO)10.21762","limited","315009","35726","true","true"
"FapUNIFESP (SciELO) (ID 530)","SciELO10.7476","limited","315009","35726","true","true"
"FapUNIFESP (SciELO) (ID 530)","SciELO10.1590","open","315009","35726","true","true"
"Farname, Inc. (ID 12159)","Farname, Inc.10.30699","open","0","281","false","true"
"FASEB (ID 86)","Federation of American Society for Experimental Biology10.1096","open","10250","1488","true","true"
"Federal Reserve Bank of Atlanta (ID 11885)","Federal Reserve Bank of Atlanta10.29338","open","0","23","false","true"
"Federal Reserve Bank of Cleveland (ID 11044)","Federal Reserve Bank of Cleveland10.26509","open","1042","75","false","true"
"Federal State Educational Institution of Higher Education Novosibirsk State Agrarian University (ID 16828)","Federal State Educational Institution of Higher Education Novosibirsk State Agrarian UniversityFederal State Educational Institution of Higher Education Novosibirsk State Agrarian University10.31677","open","0","31","false","true"
"Federal State-Financed Educational Institution of Higher Education Moscow State University of Psychology and Education (ID 7555)","Federal State-Financed Educational Institution of Higher Education Moscow State University of Psychology and Education10.17759","open","1084","1066","true","true"
"Federation of State Medical Boards (ID 12221)","Federation of State Medical Boards10.30770","open","54","39","true","true"
"FGI Federal Centre for Animal Health (FGI ARRIA) (ID 11876)","FGI Federal Centre for Animal Health (FGI ARRIA)10.29326","open","10","38","false","true"
"Financial University under the Government of the Russian Federation (ID 11336)","Financial University under the Government of the Russian Federation10.26794","open","0","309","false","true"
"Foundation of Computer Science (ID 3103)","Foundation of Computer Science10.5120","open","20091","3388","true","false"
"Frontier Research Today S A (ID 16873)","Frontier Research Today S A10.31716","open","0","7","false","true"
"Frontiers Media SA (ID 1965)","Frontiers Media SA10.3389","open","73081","51092","true","true"
"Frontiers Media SA (ID 1965)","Frontiers Media SA10.4175","limited","73081","51092","true","true"
"FSB Educational Establishment of Higher Education Daghestan State Technical University (ID 9278)","FSB Educational Establishment of Higher Education Daghestan State Technical University10.21822","open","287","126","false","true"
"FSBEI HE I.P. Pavlov SPbSMU MOH Russia (ID 10511)","FSBEI HE I.P. Pavlov SPbSMU MOH Russia10.24884","open","332","544","true","true"
"FSBEI HE Voronezh State University of Engineering Technologies (ID 8498)","FSBEI HE Voronezh State University of Engineering Technologies10.20914","open","334","449","false","true"
"FSBEIHE Tula State Lev Tolstoy Pedagogical University (ID 9694)","FSBEIHE Tula State Lev Tolstoy Pedagogical University10.22405","open","37","166","false","true"
"FSBI All Russian Research Institute for Mechanization in Agriculture (VIM) (ID 9578)","FSBI All Russian Research Institute for Mechanization in Agriculture (VIM)10.22314","open","0","96","false","true"
"FSBI Arctic and Antarctic Research Institute (FSBI AARI) (ID 12225)","FSBI Arctic and Antarctic Research Institute (FSBI AARI)10.30758","open","0","57","false","true"
"FSBI Research Institute of Occupational Health RAMS (ID 15948)","FSBI Research Institute of Occupational Health RAMS10.31089","open","0","290","false","true"
"FSBI Russian State Library (ID 10921)","FSBI Russian State Library10.25281","open","839","330","true","true"
"FSBSI Agricultural Research Center Donskoy (ID 16360)","FSBSI Agricultural Research Center Donskoy10.31367","open","0","87","false","true"
"FSBSI MHI (ID 9737)","FSBSI MHI10.22449","open","170","245","false","true"
"FSBSI TINRO Center (ID 10958)","FSBSI TINRO Center10.26428","open","0","110","false","true"
"FSFEI HE Don State Technical University (ID 10035)","FSFEI HE Don State Technical University10.23947","open","243","486","false","true"
"FSPSI SCFHHRP (ID 11965)","FSPSI SCFHHRP10.29413","open","21","129","false","true"
"Fund Doctors, Innovations, Science for Children (ID 10383)","Fund Doctors, Innovations, Science for Children10.24287","open","43","83","false","true"
"Fundacao Faculdade de Medicina (ID 4092)","Fundacao Faculdade de Medicina10.6061","open","1066","288","false","true"
"Fundacion Universitaria de Ciencias de la Salud (ID 16197)","Fundacion Universitaria de Ciencias de la Salud10.31260","open","50","95","true","true"
"Fundacion Universitaria ESUMER (ID 16526)","Fundacion Universitaria ESUMER10.31469","open","0","12","false","true"
"Fundacion Universitaria San Pablo CEU (ID 17207)","Fundacion Universitaria San Pablo CEU10.31921","open","103","27","true","true"
"Future Medicine Ltd (ID 1057)","Future Medicine10.2217","open","23944","4178","true","true"
"Gastroia Journal of Gastronomy and Travel Research (ID 18365)","Gastroia Journal of Gastronomy and Travel Research10.32958","open","0","8","false","true"
"Gaziantep Universitesi Spor Bilimleri Dergisi (ID 16831)","Gaziantep Universitesi Spor Bilimleri Dergisi10.31680","open","0","33","false","true"
"Geological Society of America (ID 257)","Geological Society of America10.1130","open","42531","13245","true","true"
"Geological Society of London (ID 1881)","Geological Society of London10.1144","open","30431","1324","true","true"
"Geomarketing (ID 10926)","Geomarketing10.25296","open","0","172","false","true"
"Georg Thieme Verlag KG (ID 194)","10.15653 (Tierarztl Prax Ausg G Grosstiere Nutztiere)10.15653","limited","754732","75243","true","true"
"Georg Thieme Verlag KG (ID 194)","10.15654 (Tierarztl Prax Ausg K Kleintiere Heimtiere)10.15654","limited","754732","75243","true","true"
"Georg Thieme Verlag KG (ID 194)","Georg Thieme Verlag KG10.1055","open","754732","75243","true","true"
"Georg Thieme Verlag KG (ID 194)","Thieme10.1160","open","754732","75243","true","true"
"Georg Thieme Verlag KG (ID 194)","Thieme (Applied Clinical Informatics)10.4338","open","754732","75243","true","true"
"Georg Thieme Verlag KG (ID 194)","Thieme (Hamostaseologie)10.5482","open","754732","75243","true","true"
"Georg Thieme Verlag KG (ID 194)","Thieme (Methods of Information in Medicine)10.3414","open","754732","75243","true","true"
"Georg Thieme Verlag KG (ID 194)","Thieme (NuklearMedizin/NuclearMedicine)10.3413","open","754732","75243","true","true"
"Georg Thieme Verlag KG (ID 194)","Thieme (Phlebologie)10.12687","open","754732","75243","true","true"
"Georg Thieme Verlag KG (ID 194)","Thieme (Veterinary and Comparative Orthopaedics and Traumatology)10.3415","open","754732","75243","true","true"
"Georg Thieme Verlag KG (ID 194)","Thieme GmbH (IMIA Yearbook of Medical Informatics)10.15265","open","754732","75243","true","true"
"Georgia State University - Library (ID 13968)","Georgia State University - Library10.31922","open","30","3","true","true"
"Girisimcilik Inovasyon ve Pazarlama Arastirmalari Dergisi (ID 15969)","Girisimcilik Inovasyon ve Pazarlama Arastirmalari Dergisi10.31006","open","0","20","false","true"
"Global Institute for Japanese Studies - Japanese Studies Journal (ID 17829)","Global Institute for Japanese Studies - Japanese Studies Journal10.32624","open","50","51","true","true"
"Global Science Press (ID 2725)","Global Science Press10.4208","open","2302","581","true","true"
"Goodfellow Publishers, Ltd. (ID 10001)","Goodfellow Publishers, Ltd.10.23912","open","103","63","true","true"
"Gramota Publishers (ID 12302)","Gramota Publishers10.30853","open","1","1832","false","true"
"Grupo Comunicar (ID 2274)","Grupo Comunicar10.3916","open","501","90","true","true"
"GSC Online Press (ID 12033)","GSC Online Press10.30574","open","0","155","false","true"
"Guttmacher Institute (ID 259)","Guttmacher Institute10.1363","open","1094","123","true","true"
"Guvenlik Bilimleri Dergisi (ID 11500)","Guvenlik Bilimleri Dergisi10.28956","open","25","15","true","true"
"Hacettepe Universitesi Edebiyat Fakultesi Dergisi (ID 17795)","Hacettepe Universitesi Edebiyat Fakultesi Dergisi10.32600","open","2","34","false","true"
"Hacettepe Universitesi Hemsirelik Fakultesi Dergisi (ID 15987)","Hacettepe Universitesi Hemsirelik Fakultesi Dergisi10.31125","open","0","25","false","true"
"Hak Is Uluslararasi Emek ve Toplum Dergisi (ID 15938)","Hak Is Uluslararasi Emek ve Toplum Dergisi10.31199","open","0","27","false","true"
"Hamad bin Khalifa University Press (HBKU Press) (ID 3277)","Hamad bin Khalifa University Press (HBKU Press)10.5339","open","4008","168","true","true"
"Harran Universitesi Ilahiyat Fakultesi Dergisi (ID 12071)","Harran Universitesi Ilahiyat Fakultesi Dergisi10.30623","open","1","20","true","true"
"Harran Universitesi Veteriner Fakultesi Dergisi (ID 16005)","Harran Universitesi Veteriner Fakultesi Dergisi10.31196","open","3","84","false","true"
"Health Affairs (Project Hope) (ID 102)","Project Hope10.1377","open","8932","766","true","true"
"Hindawi Limited (ID 98)","Hindawi (Conference Papers in Science)10.7217","open","175742","39060","true","true"
"Hindawi Limited (ID 98)","Hindawi (Datasets International)10.7167","open","175742","39060","true","true"
"Hindawi Limited (ID 98)","Hindawi (International Scholarly Research Network)10.5402","open","175742","39060","true","true"
"Hindawi Limited (ID 98)","Hindawi (Scientifica)10.6064","open","175742","39060","true","true"
"Hindawi Limited (ID 98)","Hindawi (The Scientific World)10.1100","open","175742","39060","true","true"
"Hindawi Limited (ID 98)","Hindawi Limited10.1155","open","175742","39060","true","true"
"Hindawi Limited (ID 98)","Hindawi Publishing Corporation (Sage-Hindawi Access to Research)10.4061","open","175742","39060","true","true"
"Hindawi Limited (ID 98)","Hindawi Publishing Corporation (Syrexe)10.3814","open","175742","39060","true","true"
"Historical and Social Educational Ideas (ID 7150)","Historical and Social Educational Ideas10.17748","open","1432","439","false","true"
"Humanist Publishing House (ID 12179)","Humanist Publishing House10.30727","open","0","122","false","true"
"Hwarang Dae Research Institute (ID 15966)","Hwarang Dae Research Institute10.31066","open","199","52","true","true"
"IAIN Manado (ID 15995)","IAIN Manado10.30984","open","205","109","false","true"
"IBEPES (Instituto Brasileiro de Estudos e Pesquisas Sociais) (ID 8971)","IBEPES (Instituto Brasileiro de Estudos e Pesquisas Sociais)10.21529","open","648","49","true","true"
"IDEALKENT (ID 16019)","IDEALKENT10.31198","open","0","38","false","true"
"IGI Global (ID 2432)","IGI Global10.4018","open","48344","13531","true","true"
"IJS Press (ID 11886)","IJS Press10.29337","open","0","21","false","true"
"Ikatan Peneliti Lingkungan Binaan Indonesia (ID 17259)","Ikatan Peneliti Lingkungan Binaan Indonesia10.32315","open","0","339","false","true"
"Indiana University Press (ID 1560)","Indiana University Press10.2979","open","17721","2209","true","false"
"Indystrial University of Tyumen (ID 16806)","Indystrial University of Tyumen10.31660","open","312","259","true","true"
"Informa Healthcare (ID 3197)","Informa UK (Ashley Publications)10.1517","open","30972","0","true","false"
"Informa Healthcare (ID 3197)","Informa UK (Librapharm)10.1185","limited","30972","0","true","false"
"Informa Healthcare (ID 3197)","Informa UK (PharmaProjects)10.3111","limited","30972","0","true","false"
"Informa UK Limited (ID 301)","CRC Press10.1201","open","4299998","512670","true","true"
"Informa UK Limited (ID 301)","Council on Social Work Education10.5175","limited","4299998","512670","true","true"
"Informa UK Limited (ID 301)","Earthscan10.3763","limited","4299998","512670","true","true"
"Informa UK Limited (ID 301)","Engineers Australia10.7158","limited","4299998","512670","true","true"
"Informa UK Limited (ID 301)","Fundacion Infancia y Aprendizaje10.1174","open","4299998","512670","true","true"
"Informa UK Limited (ID 301)","Illuminating Engineering Society of North America10.1582","limited","4299998","512670","true","true"
"Informa UK Limited (ID 301)","Informa Healthcare (Expert Reviews, LTD)10.1586","open","4299998","512670","true","true"
"Informa UK Limited (ID 301)","Informa UK (Air & Waste Management Association)10.3155","limited","4299998","512670","true","true"
"Informa UK Limited (ID 301)","Informa UK (American Statistical Association)10.1198","limited","4299998","512670","true","true"
"Informa UK Limited (ID 301)","Informa UK (Beech Tree Publishing)10.3152","limited","4299998","512670","true","true"
"Informa UK Limited (ID 301)","Informa UK (Canadian Meteorological and Oceanographic Society)10.3137","limited","4299998","512670","true","true"
"Informa UK Limited (ID 301)","Informa UK (Encyclopedia of Astronomy and Astrophysics)10.1888","open","4299998","512670","true","true"
"Informa UK Limited (ID 301)","Informa UK (Georg D. W. Callwey GambH and Co., KG)10.3939","limited","4299998","512670","true","true"
"Informa UK Limited (ID 301)","Informa UK (Heldref Publications)10.3200","limited","4299998","512670","true","true"
"Informa UK Limited (ID 301)","Informa UK (Human Frontier Science Program Publishing)10.2976","limited","4299998","512670","true","true"
"Informa UK Limited (ID 301)","Informa UK (IAHS Ltd.)10.1623","limited","4299998","512670","true","true"
"Informa UK Limited (ID 301)","Informa UK (Informa Healthcare)10.3109","open","4299998","512670","true","true"
"Informa UK Limited (ID 301)","Informa UK (International Association of Hydraulic Engineering and Research (IAHR))10.3826","limited","4299998","512670","true","true"
"Informa UK Limited (ID 301)","Informa UK (Journal of Maps)10.4113","limited","4299998","512670","true","true"
"Informa UK Limited (ID 301)","Informa UK (Lawrence Erlbaum Associates, Inc)10.2513","limited","4299998","512670","true","true"
"Informa UK Limited (ID 301)","Informa UK (Lawrence Erlbaum Associates, Inc.)10.1207","limited","4299998","512670","true","true"
"Informa UK Limited (ID 301)","Informa UK (Marcel Dekker)10.1081","open","4299998","512670","true","true"
"Informa UK Limited (ID 301)","Informa UK (Multilingual Matters)10.2167","limited","4299998","512670","true","true"
"Informa UK Limited (ID 301)","Informa UK (National Inquiry Services Center)10.2989","limited","4299998","512670","true","true"
"Informa UK Limited (ID 301)","Informa UK (National Inquiry Services Center/African Journals Online)10.3187","limited","4299998","512670","true","true"
"Informa UK Limited (ID 301)","Informa UK (Regulatory Affairs)10.3110","limited","4299998","512670","true","true"
"Informa UK Limited (ID 301)","Informa UK (Routledge)10.4324","open","4299998","512670","true","true"
"Informa UK Limited (ID 301)","Informa UK (Taylor & Francis Books)10.1531","open","4299998","512670","true","true"
"Informa UK Limited (ID 301)","Informa UK (Taylor & Francis)10.1080","open","4299998","512670","true","true"
"Informa UK Limited (ID 301)","Informa UK(IOP Books)10.1887","open","4299998","512670","true","true"
"Informa UK Limited (ID 301)","International Phycological Society10.2216","open","4299998","512670","true","true"
"Informa UK Limited (ID 301)","JTE Multimedia LLC10.3810","limited","4299998","512670","true","true"
"Informa UK Limited (ID 301)","Landes Bioscience10.4161","limited","4299998","512670","true","true"
"Informa UK Limited (ID 301)","National Association of Geoscience Teachers10.5408","limited","4299998","512670","true","true"
"Informa UK Limited (ID 301)","Nottingham University Press10.5661","limited","4299998","512670","true","true"
"Informa UK Limited (ID 301)","The Korean Institute of Electrical Engineers10.5370","limited","4299998","512670","true","true"
"Infra-M Academic Publishing House (ID 5106)","Infra-M Academic Publishing House10.12737","open","12309","5755","true","true"
"Inonu Universitesi Hukuk Fakultesi Dergisi (ID 8929)","Inonu Universitesi Hukuk Fakultesi Dergisi10.21492","open","14","87","true","true"
"Institut za Savremenu Istoriju (ID 11916)","Institut za Savremenu Istoriju10.29362","open","189","56","false","true"
"Institute for Applied and Pure Mathematics (IMPA) (ID 12207)","Institute for Applied and Pure Mathematics (IMPA)10.30757","open","0","61","false","true"
"Institute for Law of Science and Technology (ID 17559)","Institute for Law of Science and Technology10.32430","open","221","39","true","true"
"Institute for Public Health of the National Academy of Medical Sciences of Ukraine (ID 17451)","Institute for Public Health of the National Academy of Medical Sciences of Ukraine10.32402","open","63","56","true","true"
"Institute of Aeronautics and Space (ID 2953)","Institute of Aeronautics and Space10.5028","open","348","99","true","false"
"Institute of Agriculture Science and Technology (ID 11884)","Institute of Agriculture Science and Technology10.29335","open","44","9","false","true"
"Institute of Agrophysics Polish Academy of Sciences (ID 16399)","Institute of Agrophysics Polish Academy of Sciences10.31545","open","180","35","true","false"
"Institute of Animal Reproduction and Food Research of the Polish Academy of Sciences (ID 17093)","Institute of Animal Reproduction and Food Research of the Polish Academy of Sciences10.31883","open","121","9","true","true"
"Institute of Applied Ecology (ID 7745)","Institute of Applied Ecology10.18470","open","567","126","false","true"
"Institute of Education Press (ID 8013)","Institute of Education Press10.18546","open","1296","299","true","false"
"Institute of Engineering Thermophysics of NAS of Ukraine (ID 16524)","Institute of Engineering Thermophysics of NAS of Ukraine10.31472","open","96","154","false","true"
"Institute of Experimental Botany (ID 17418)","Institute of Experimental Botany10.32615","open","8402","375","true","true"
"Institute of Experimental Botany (ID 17418)","Institute of Experimental Botany10.32646","open","8402","375","true","true"
"Institute of Mathematical Problems of Biology of RAS (IMPB RAS) (ID 6975)","Institute of Mathematical Problems of Biology of RAS (IMPB RAS)10.17537","open","299","187","true","true"
"Institute of Slavic Studies of the Russian Academy of Sciences (ID 16235)","Institute of Slavic Studies of the Russian Academy of Sciences10.31168","open","0","279","false","true"
"Institute of Social Sciences Soongsil University (ID 16753)","Institute of Social Sciences Soongsil University10.31625","open","45","32","true","true"
"Instituto Nacional de Investigacion y Tecnologia Agraria y Alimentaria (INIA) (ID 3816)","Instituto Nacional de Investigacion y Tecnologia Agraria y Alimentaria10.5424","open","1901","261","true","true"
"Instituto Nacional de Salud Publica (ID 8786)","Instituto Nacional de Salud Publica10.21149","open","395","321","false","true"
"Instytut Ekonomiki Rolnictwa i Gospodarki Zywnosciowej Panstwowy Instytut Badawczy (ID 12316)","Instytut Ekonomiki Rolnictwa i Gospodarki Zywnosciowej Panstwowy Instytut Badawczy10.30858","open","98","117","true","false"
"IntechOpen (ID 3774)","IntechOpen10.5772","open","45133","11257","true","true"
"Intellect (ID 358)","Intellect10.1386","open","17515","3818","true","true"
"International Association for Educators and Researchers (IAER) (ID 18589)","International Association for Educators and Researchers (IAER)10.33166","open","0","37","false","true"
"International Association for Food Protection (ID 2863)","International Association for Food Protection10.4315","open","12255","550","true","true"
"International e-Journal of Educational Studies (ID 16514)","International e-Journal of Educational Studies10.31458","open","0","14","false","true"
"International Indigenous Policy Journal (ID 7884)","International Indigenous policy Journal10.18584","open","182","64","true","true"
"International Journal of Agriculture Environment and Food Sciences (ID 16073)","International Journal of Agriculture Environment and Food Sciences10.31015","open","0","52","false","true"
"International Journal of Automotive Science and Technology (ID 12394)","International Journal of Automotive Science and Technology10.30939","open","0","11","false","true"
"International Journal of Chemistry and Technology (ID 17757)","International Journal of Chemistry and Technology10.32571","open","0","32","false","true"
"International Journal of Contemporary Educational Research (ID 18732)","International Journal of Contemporary Educational Research10.33200","open","0","6","false","true"
"International Journal of Contemporary Tourism Research (ID 12079)","International Journal of Contemporary Tourism Research10.30625","open","0","31","false","true"
"International Journal of Energy Applications and Technologies (ID 16712)","International Journal of Energy Applications and Technologies10.31593","open","0","22","false","true"
"International Journal of Environment and Geoinformatics (ID 12345)","International Journal of Environment and Geoinformatics10.30897","open","49","55","true","true"
"International Journal of Geography and Geography Education (ID 17318)","International Journal of Geography and Geography Education10.32003","open","0","20","false","true"
"International Journal of Health Management and Tourism (ID 16087)","International Journal of Health Management and Tourism10.31201","open","0","14","false","true"
"International Journal of Machine Learning and Networked Collaborative Engineering (ID 16090)","International Journal of Machine Learning and Networked Collaborative Engineering10.30991","open","0","34","false","true"
"International Journal of Public Finance (ID 12376)","International Journal of Public Finance10.30927","open","11","26","true","true"
"International Monetary Fund (IMF) (ID 3029)","International Monetary Fund10.5089","open","16007","1469","true","true"
"International Phycological Society (ID 1054)","International Phycological Society10.2216","open","3","0","true","false"
"International Union of Crystallography (IUCr) (ID 329)","International Union of Crystallography10.1107","open","138449","5742","true","true"
"IOS Press (ID 7437)","IOS Press10.3233","open","32383","11470","true","true"
"Iowa State University (ID 13687)","Iowa State University10.31274","open","7429","1227","true","true"
"IPO Association of Transplantologists (ID 9954)","IPO Association of Transplantologists10.23873","open","0","69","false","true"
"Islam Sanat Tarih Edebiyat ve Musıkisi Dergisi ISTEM (ID 16713)","Islam Sanat Tarih Edebiyat ve Musıkisi Dergisi ISTEM10.31591","open","0","26","false","true"
"Istanbul Universitesi Iktisat Fakultesi Mecmuasi (ID 11104)","Istanbul Universitesi Iktisat Fakultesi Mecmuasi10.26560","open","6","4","true","true"
"Ivan Franko National University of Lviv (ID 14744)","Ivan Franko National University of Lviv10.30970","open","536","461","false","true"
"Izdatelstvo Meditsina (ID 8037)","Izdatelstvo Meditsina10.18821","open","203","129","true","true"
"Izhevsk Institute of Computer Science (ID 8417)","Izhevsk Institute of Computer Scienceq10.20537","open","998","351","true","false"
"JABB - Journal of Animal Behaviour and Biometeorology (ID 17171)","JABB - Journal of Animal Behaviour and Biometeorology10.31893","open","85","72","true","false"
"JACS Directory (ID 12249)","JACS Directory10.30799","open","0","135","false","true"
"JACSOnline Group Publisher (ID 9605)","JACSOnline Group Publisher10.22341","open","8","29","true","true"
"Japan Society for Vascular Failure (ID 12003)","Japan Society for Vascular Failure10.30548","open","0","21","false","true"
"Jeoloji Muhendisligi Dergisi (ID 10321)","Jeoloji Muhendisligi Dergisi10.24232","open","25","26","true","true"
"JMIR Publications Inc. (ID 1010)","JMIR Publications Inc.10.2196","open","3658","7693","true","true"
"John Benjamins Publishing Company (ID 1757)","John Benjamins Publishing Company10.1075","open","69353","6373","true","true"
"Journal Dependability (ID 9139)","Journal Dependability10.21683","open","20","69","false","true"
"Journal of Advances in VetBio Science and Techniques (ID 17042)","Journal of Advances in VetBio Science and Techniques10.31797","open","0","31","false","true"
"Journal of Aviation (ID 11967)","Journal of Aviation10.30518","open","0","35","false","true"
"Journal of Childrens Infections (ID 9918)","Journal of Childrens Infections10.22627","open","117","110","false","true"
"Journal of Education and Future (ID 12239)","Journal of Education and Future10.30786","open","0","12","false","true"
"Journal of Educational Technology and Online Learning (ID 16833)","Journal of Educational Technology and Online Learning10.31681","open","0","13","false","true"
"Journal of Energy Systems (ID 11968)","Journal of Energy Systems10.30521","open","0","35","false","true"
"Journal of Engineering Technology and Applied Science (ID 12390)","Journal of Engineering Technology and Applied Science10.30931","open","15","31","false","true"
"Journal of Gambling Issues (ID 2861)","Journal of Gambling Issues10.4309","open","463","113","true","true"
"Journal of Health Sciences and Medicine (ID 17352)","Journal of Health Sciences and Medicine10.32322","open","0","49","false","true"
"Journal of Islamicjerusalem Studies (ID 16496)","Journal of Islamicjerusalem Studies10.31456","open","0","21","false","true"
"Journal of Istanbul Veterinary Sciences (ID 12154)","Journal of Istanbul Veterinary Sciences10.30704","open","0","28","false","true"
"Journal of Neurosurgery Publishing Group (JNSPG) (ID 1754)","Journal of Neurosurgery Publishing Group10.3171","open","30905","2675","true","true"
"Journal of Tourism and Hospitality Management (ID 8526)","Journal of Tourism and Hospitality Management10.20867","open","25","96","true","true"
"JSC Chermetinformatsia (ID 17385)","JSC Chermetinformatsia10.32339","open","0","62","false","true"
"JSC FPH Business Express (ID 17929)","JSC FPH Business Express10.32686","open","0","19","false","true"
"JSC National Scientific Medical Research Center (ID 10031)","JSC National Scientific Medical Research Center10.23950","open","29","124","true","true"
